Time	pre	pre	tem	tem
19980905/1200	0	0.3	2.3	1.8
19980906/1200	0.1	0	1.7	0.6
19980907/1200	0.1	0.9	0.2	-0.8
19980908/1200	0	0.5	-0.6	-3
19980909/1200	0	0	-1.5	-3.1
19980910/1200	0.2	0.4	-1	-2.8
19980911/1200	0	0	-0.2	-1.8
19980912/1200	0	0	0.1	0.1
19980913/1200	0	0	0.5	-0.1
19980914/1200	0.8	0	0.6	-1.6
19980915/1200	0	0	-1.3	-1.6
19980916/1200	0	0	-0.3	0
19980917/1200	0	0	1.1	0
19980918/1200	0	0	-1.7	-1.3
19980919/1200	0	0	0.5	-1.2
19980920/1200	0.2	0.6	3.3	2.1
19980921/1200	2.5	0	2	-0.1
19980922/1200	0	0	1.9	0.5
19980923/1200	0	0	0.4	-1
19980924/1200	0	0	-1.6	-1.7
19980925/1200	0	0	-3.9	-3.3
19980926/1200	0	0	-3.6	-4.7
19980927/1200	0	0	-1	-2.9
19980928/1200	0	1.4	0.9	0.2
19980929/1200	0	1	-3.1	-3.9
19980930/1200	0	0.1	-1.1	-0.8
19981001/1200	0.2	0.4	0.8	0.8
19981002/1200	1.1	1.7	-0.7	-1.7
19981003/1200	0.2	0.1	-4	-4.3
19981004/1200	0	0	-5.4	-8
19981005/1200	0	0	-6.4	-6.4
19981006/1200	0.1	0.2	-0.1	-1
19981007/1200	5.1	8.2	-2.5	-3.3
19981008/1200	0.1	2.2	-6.2	-7
19981009/1200	0	0	-9.1	-6.4
19981010/1200	0.1	0.2	-6.3	-2.5
19981011/1200	0	0.5	-6.3	-3.2
19981012/1200	0	0	-1.9	-1.8
19981013/1200	0.1	6	-2	-4.1
19981014/1200	0	0.2	-3.2	-4.7
19981015/1200	0.5	0	2.2	0.5
19981016/1200	0.2	0.2	2.6	1.3
19981017/1200	0	1	-3.2	-1.6
19981018/1200	0.1	0	-5.2	-6.8
19981019/1200	0.1	0	-6.9	-9.5
19981020/1200	0.1	0	-5.2	-6.4
19981021/1200	0	0	-6.4	-8
19981022/1200	0	0	-9.3	-7.6
19981023/1200	0	0	-5.9	-5.4
19981024/1200	0	0	-6.1	-5.1
19981025/1200	0	0	-9.2	-9.1
19981026/1200	0	0	-4	-4.2
19981027/1200	0.2	0	2.1	1.2
19981028/1200	0	0	2.9	3.2
19981029/1200	0	0	-0.8	1.2
19981030/1200	0	0	-4.6	-5.3
19981031/1200	0	0	-8.4	-3
19981101/1200	0.1	1.5	-1.5	-2.6
19981102/1200	5.2	4.1	-8.7	-9.5
19981103/1200	0	0.1	-11.6	-9.5
19981104/1200	0.2	0	-12.8	-12.5
19981105/1200	0	0	-10	-10.7
19981106/1200	0.5	0	-2.1	-4.4
19981107/1200	0.2	0.1	-6.1	-7.3
19981108/1200	1.9	3	-5.4	-7.9
19981109/1200	0.6	1.1	-5.1	-5
19981110/1200	0	0	-7.7	-6.8
19981111/1200	0	0	-7.9	-8.8
19981112/1200	0	0	-10.6	-9.6
19981113/1200	0	0	-11	-9.8
19981114/1200	0	0	-9.5	-7.9
19981115/1200	0.1	0	-5.9	-5.7
19981116/1200	0.5	0	-6.8	-4.9
19981117/1200	0	0	-9.6	-6.4
19981118/1200	0	0.1	-13.4	-10.1
19981119/1200	0.2	0	-7.3	-6.5
19981120/1200	0	0	-3.4	-3.4
19981121/1200	0	0	-1.9	-1.9
19981122/1200	0.8	0.9	2.6	1.9
19981123/1200	1.6	1.3	-1.6	-1.4
19981124/1200	0.6	1.4	-3.4	-2.4
19981125/1200	0	0	1.1	0.1
19981126/1200	1.2	1	2.6	2.5
19981127/1200	0.2	32.9	1.2	1.1
19981128/1200	0	0.8	-2.1	-2.1
19981129/1200	0.2	0	0.9	0.1
19981130/1200	1.2	2.2	-2.1	-3.7
19981201/1200	0.1	0	-6.8	-8.2
19981202/1200	1	0.6	-12.7	-13.9
19981203/1200	0.2	0.2	-14.5	-11.3
19981204/1200	0.1	0	-14.2	-11.9
19981205/1200	0.3	1.1	-10.9	-10.7
19981206/1200	0.7	1.3	-9.6	-11.1
19981207/1200	0.5	1.6	-14.4	-14.7
19981208/1200	0.1	0.1	-12.4	-10.5
19981209/1200	1.6	2.8	-7.2	-3.5
19981210/1200	1.5	13.5	-1.1	-1.5
19981211/1200	2.1	4	-9.8	-8.6
19981212/1200	0.4	0	-13.4	-12.4
19981213/1200	0.1	0	-14	-11
19981214/1200	0.2	0	-9.9	-8.6
19981215/1200	0.2	0	-9.2	-6.4
19981216/1200	0.2	0	-11.6	-11.7
19981217/1200	0	0	-12	-9.5
19981218/1200	0.2	0	-14.6	-10.2
19981219/1200	1.6	0	-19.3	-15.1
19981220/1200	0.1	0	-16.4	-16.7
19981221/1200	0	0	-14.7	-17.2
19981222/1200	0	0	-19.2	-17
19981223/1200	0.4	0	-13.8	-10.6
19981224/1200	3	0	-11	-6.8
19981225/1200	1.7	6.4	-1	-1.6
19981226/1200	1.3	23.9	-2.1	-7.9
19981227/1200	6.3	0.2	-6.9	-14.1
19981228/1200	0.3	0	-12.5	-15.1
19981229/1200	0.3	0.1	-19.1	-20.2
19981230/1200	0.1	0	-19.7	-20.1
19981231/1200	0	5.5	-9.1	-9.8
19990101/1200	0	8.3	-11	-9.7
19990102/1200	0.1	1.2	-14.4	-16.8
19990103/1200	0	0	-14.6	-18.1
19990104/1200	0	0	-14.5	-14.2
19990105/1200	0	0.8	-15.7	-17.2
19990106/1200	0	0	-13.7	-16.9
19990107/1200	0.6	0	-16.6	-19.5
19990108/1200	1	0	-16.8	-19.2
19990109/1200	0.4	0	-16.7	-16.4
19990110/1200	0.1	0	-19.6	-20.7
19990111/1200	0	0	-16.2	-11.6
19990112/1200	0.1	0.4	-1.8	-2.5
19990113/1200	0.6	9.1	0.5	-0.9
19990114/1200	0	5	-2	-2.4
19990115/1200	0.1	0	-6.2	-8.7
19990116/1200	0.4	0	-3.8	-5.6
19990117/1200	0.4	0	1.2	-0.1
19990118/1200	0.1	0	-3	-2.7
19990119/1200	0	0	-10.3	-10.1
19990120/1200	0	0	-5.5	-5.5
19990121/1200	0.1	0	-4	-4.8
19990122/1200	0	0	-7.2	-6.1
19990123/1200	0	0	-4.1	-2.8
19990124/1200	0	0	-9.1	-4.3
19990125/1200	0	9.6	-8.2	-9.6
19990126/1200	1.3	0.1	-20.8	-21.2
19990127/1200	0	0	-21.6	-14.4
19990128/1200	0	1.7	-9	-9.6
19990129/1200	0.4	2.1	-12.1	-12.8
19990130/1200	0.1	0	-8.7	-7.7
19990131/1200	0.3	0	-5.7	-5.8
19990201/1200	0	0	-4.7	-5.7
19990202/1200	0.2	2.8	-2.3	-3
19990203/1200	0.1	0	-2.5	-1.9
19990204/1200	0.1	0	-10.9	-9.2
19990205/1200	0	0	-17.5	-15.3
19990206/1200	0	0	-15	-12.5
19990207/1200	0	0	-14.7	-11.6
19990208/1200	0	0	-16.5	-15.1
19990209/1200	0	0	-19.3	-19.3
19990210/1200	0	0	-20.8	-16.2
19990211/1200	0	1.5	-13	-10.9
19990212/1200	0	0	-11.5	-11.1
19990213/1200	0.1	0	-5.2	-4.8
19990214/1200	0.2	0	-6.4	-6.8
19990215/1200	0.1	0	-12.1	-11.4
19990216/1200	0	0	-16.5	-16
19990217/1200	0	0	-16.6	-17.7
19990218/1200	0	0	-24.5	-21.3
19990219/1200	0	0	-22.1	-21.6
19990220/1200	0	0	-19.4	-19.6
19990221/1200	0	0	-15.4	-15.1
19990222/1200	0.2	0	-10.9	-8.9
19990223/1200	0.1	0	-11.9	-12
19990224/1200	0.2	0	-14.3	-17
19990225/1200	0.2	0	-13.2	-13.8
19990226/1200	0.1	0	-7.9	-5.4
19990227/1200	0.1	0	-6.2	-5.1
19990228/1200	0	0	-5.4	-7
19990301/1200	0.1	0	-2.1	-3
19990302/1200	0	0	-1.3	-3.2
19990303/1200	0	0	-3.5	-5.6
19990304/1200	0.1	0	-10.7	-10.6
19990305/1200	0	0	-12.6	-14.7
19990306/1200	0.1	0	-8.3	-9.2
19990307/1200	0.9	0.6	-8.3	-8.2
19990308/1200	0.4	1.6	-3.5	-4.6
19990309/1200	0.7	2.9	-6.3	-4.1
19990310/1200	0.1	0.2	-6	-3.8
19990311/1200	0	0	-7.1	-7.3
19990312/1200	0	0	-8.4	-7.6
19990313/1200	0	0	-9.7	-7.5
19990314/1200	0	0.2	-4.9	-5.1
19990315/1200	0.8	1	1.1	-2.8
19990316/1200	0.1	3.9	-4.3	-7.1
19990317/1200	0.3	0	-5.2	-5.5
19990318/1200	0	0	-6	-7
19990319/1200	0.1	0	-6.8	-7.9
19990320/1200	0	0	-7.8	-11.8
19990321/1200	0	0	-8.3	-9.7
19990322/1200	0	0	-10.1	-11.3
19990323/1200	0	0	-14.1	-14.1
19990324/1200	0	0	-17.8	-16.8
19990325/1200	0	0	-16.6	-16.6
19990326/1200	0	0	-14.8	-17.4
19990327/1200	0	0	-15	-12.2
19990328/1200	0.3	2.4	-3.6	-2.4
19990329/1200	0	4.3	-6.6	-5.5
19990330/1200	0	0	-6.6	-7.8
19990331/1200	0	0	-3.4	-5.7
19990401/1200	0	0	-3	-0.1
19990402/1200	0.1	0.2	-11	-13.8
19990403/1200	0.1	1.4	-15.1	-14.5
19990404/1200	0.1	6.5	-12.4	-12.4
19990405/1200	0	1.3	-14.3	-19.9
19990406/1200	2.7	0.1	-16.2	-17.8
19990407/1200	2.6	0	-14.3	-11.7
19990408/1200	0	0	-17.5	-15.5
19990409/1200	0	0	-15.3	-14.1
19990410/1200	0.1	0	-9.5	-11.3
19990411/1200	0	0	-8.1	-10.1
19990412/1200	0	0	-12.8	-12.3
19990413/1200	0	0	-15.6	-14.3
19990414/1200	0	0	-16.4	-16.2
19990415/1200	0	0	-15.6	-15.7
19990416/1200	0	0	-12.1	-12.8
19990417/1200	0	0	-8.8	-6
19990418/1200	0	0	-0.1	-0.6
19990419/1200	0.2	2.9	-1.3	1.4
19990420/1200	0.7	2	-3.1	-3.4
19990421/1200	0.2	2.1	-3.4	-3.6
19990422/1200	0.2	2.1	-8.5	-10.8
19990423/1200	0	0.9	-10.2	-11.6
19990424/1200	0	0	-9.8	-11.9
19990425/1200	0.8	0	-12	-12.6
19990426/1200	0.9	2	-8.9	-10.6
19990427/1200	0.1	0.2	-14.8	-15.3
19990428/1200	0	0	-9.8	-12.2
19990429/1200	0	0	-7.6	-9.6
19990430/1200	0	0	-9.6	-10
19990501/1200	0	0	-9.5	-9.2
19990502/1200	0.7	0.1	-9.2	-10.2
19990503/1200	0	0	-12	-11.3
19990504/1200	0	0.1	-9.2	-10.2
19990505/1200	0.1	0	-11.4	-10.3
19990506/1200	0	0	-10	-8.8
19990507/1200	0	0	-8.1	-2.8
19990508/1200	0.5	0.1	-1.5	2.6
19990509/1200	0	0	-0.7	1.8
19990510/1200	0.1	0.1	0.5	1.8
19990511/1200	0	0	2.1	2.6
19990512/1200	0	0.5	3.2	2.4
19990513/1200	0.3	19	3	2.3
19990514/1200	0.1	3	3.1	2.3
19990515/1200	0	0	1.5	1.4
19990516/1200	0	0	-2.6	-1.5
19990517/1200	0	0	-2.8	-2.4
19990518/1200	0	0	1.7	1.8
19990519/1200	0.7	0.1	0	0.3
19990520/1200	0.1	3.7	-0.8	-1
19990521/1200	0	0	0.9	-0.3
19990522/1200	0	0.1	-0.5	0.1
19990523/1200	0	0	0.8	0.1
19990524/1200	0	0	0.2	-1.8
19990525/1200	0	0.1	0.9	-3.2
19990526/1200	0	0	-1.3	-2.7
19990527/1200	0	0	-1	-1.4
19990528/1200	0	0	-1.3	-1
19990529/1200	0	0	-0.5	-0.5
19990530/1200	0	0	-1	0.4
19990531/1200	0	0	-0.4	0.7
19990601/1200	0	0	0.3	1
19990602/1200	0	0	-0.3	-0.6
19990603/1200	0	0	-1.3	-2.7
19990604/1200	0	0	-1.8	-2.6
19990605/1200	0	0.1	0.7	-0.4
19990606/1200	0.4	2.5	0.6	1
19990607/1200	0.3	0.2	2.2	2
19990608/1200	0.1	0	2.3	2.8
19990609/1200	0.2	0	2.2	3.1
19990610/1200	1.6	0.9	2.3	2.3
19990611/1200	0.1	0.1	1.9	1.4
19990612/1200	0.1	0.9	2.2	2
19990613/1200	0.6	1.5	2.7	3.1
19990614/1200	2.6	0.3	3.2	3.4
19990615/1200	0.6	0.6	3.2	3.4
19990616/1200	0.3	0.2	3.1	3.4
19990617/1200	0.8	1.1	5.6	5.2
19990618/1200	0.3	0.4	6.3	5
19990619/1200	1.2	2.7	1.7	2
19990620/1200	5.1	1	2.3	1.3
19990621/1200	0	0.5	2.7	1.8
19990622/1200	0.2	0.2	4.3	3.7
19990623/1200	1	2.8	3.9	3.3
19990624/1200	2.1	3	2.9	3.4
19990625/1200	0.8	2.7	5.3	5.7
19990626/1200	0.1	0.5	3.7	4.3
19990627/1200	3.3	1.1	5.1	5.4
19990628/1200	3.7	11.6	4.9	5
19990629/1200	0.1	2.7	4.4	3
19990630/1200	0	0	3.3	4.3
19990701/1200	0.3	0	5.3	5.1
19990702/1200	0	0	4.8	4.1
19990703/1200	0	0	4.7	3.5
19990704/1200	0.4	2.9	2.5	3.5
19990705/1200	1.6	0.4	4.2	6
19990706/1200	0	0	4.1	4.3
19990707/1200	0.1	1.3	5.2	4.4
19990708/1200	0	0	3.4	2.9
19990709/1200	0	0	5.9	4.6
19990710/1200	0	0	5.6	6
19990711/1200	0.2	0	5.5	6.4
19990712/1200	0.1	0	6	4.6
19990713/1200	0.1	0.7	5.8	3.9
19990714/1200	0	1.2	5.5	5.8
19990715/1200	0	0	5.8	6.5
19990716/1200	0	0	11.8	10.7
19990717/1200	0	0	14	11.8
19990718/1200	0	0	11.3	10.1
19990719/1200	0	0	10.8	8.6
19990720/1200	2.5	3.8	11	8.7
19990721/1200	0	0	8.5	7.8
19990722/1200	0	0	7.3	7
19990723/1200	0	0	8.4	6.7
19990724/1200	0	0	6.6	4.4
19990725/1200	3.5	3.5	3.9	2.9
19990726/1200	0.3	0.9	4.5	2.8
19990727/1200	0.1	4.2	4.5	3.4
19990728/1200	0	2.2	5.4	4
19990729/1200	0.9	2.6	3.5	3.3
19990730/1200	1.6	1	4.5	2.5
19990731/1200	0.6	1	4.3	3.7
19990801/1200	1	0.4	6.2	5.4
19990802/1200	0.1	0	5.3	5.3
19990803/1200	0.2	0	5.8	4.8
19990804/1200	0	0	5.5	4.1
19990805/1200	0	0	5.5	4.1
19990806/1200	0	0	7.5	3.5
19990807/1200	0	0	7.7	6.5
19990808/1200	0	0	5.9	5.2
19990809/1200	3.6	4.2	4.7	5.1
19990810/1200	0	0	7.2	5.7
19990811/1200	0	0	6	5.2
19990812/1200	0.5	0	6.2	5.5
19990813/1200	0.2	0	5.8	5.1
19990814/1200	0.1	1.6	3.6	4
19990815/1200	6.2	9.6	4.5	3.8
19990816/1200	0	0.1	4.7	5.2
19990817/1200	0	0	4.8	5.9
19990818/1200	0	0	4.2	5
19990819/1200	0	0.6	4	4.4
19990820/1200	0.3	2.8	3.2	3.4
19990821/1200	0.2	1	3.8	2.2
19990822/1200	0	0	2.9	2.7
19990823/1200	0.8	0	3.7	3.5
19990824/1200	0.6	0.9	4.5	4.3
19990825/1200	2.3	0.3	4.3	3.1
19990826/1200	1.6	0	2.3	2.1
19990827/1200	0.1	0	2.3	1.8
19990828/1200	0	0	3.5	3.7
19990829/1200	0.1	0.9	3.3	3.7
19990830/1200	0.9	0.5	5.4	6.1
19990831/1200	4.7	4.5	5.3	4.8
19990901/1200	4.7	0.1	4.1	4.3
19990902/1200	1.3	2.5	8.6	6.7
19990903/1200	0.5	3.1	5.8	5.4
19990904/1200	2.1	0	4.8	5
19990905/1200	0	0	3.9	3.1
19990906/1200	0	0	3.2	2.8
19990907/1200	0	0	2.8	2.5
19990908/1200	0	0	2.9	4.2
19990909/1200	0.1	0	5	5.2
19990910/1200	0.1	0	5	5.6
19990911/1200	0.4	1	6	5.5
19990912/1200	2.4	6.5	6.2	5.8
19990913/1200	1.8	1	6	4.4
19990914/1200	1.8	13	6.5	6.2
19990915/1200	8.8	7.3	6	5.5
19990916/1200	0.2	3.7	1.4	0.5
19990917/1200	0.1	0.1	1	1.3
19990918/1200	1	1	1.6	0.9
19990919/1200	0.6	0	1.6	1.3
19990920/1200	1.5	0.6	-1	-1.2
19990921/1200	0	0	-0.3	0
19990922/1200	0.5	0	0.3	1
19990923/1200	1.1	0.5	0	-0.5
19990924/1200	0.2	0	0.6	0.7
19990925/1200	1	1.7	0	-0.2
19990926/1200	0.1	0.2	-1	-2.1
19990927/1200	2	2.5	2.8	1.3
19990928/1200	12.3	6.7	2.2	0.8
19990929/1200	5.8	6.3	-1.8	-2.8
19990930/1200	0.2	1.6	0.7	1.5
19991001/1200	0	0	0	0.5
19991002/1200	0	0.7	-1.7	-2.6
19991003/1200	0.2	0	-6.4	-8.3
19991004/1200	0	0	-4.1	-6.3
19991005/1200	0.2	0.2	-5.2	-5.2
19991006/1200	0.2	0.9	-4.5	-5.3
19991007/1200	0.1	0	-9.1	-8.3
19991008/1200	0	0	-7.4	-6.5
19991009/1200	0.2	0	-4.9	-7.7
19991010/1200	0	0	-3.3	-6
19991011/1200	0	0	-2.9	-4.8
19991012/1200	0	0	-1.4	-2.6
19991013/1200	0.1	1.5	-1.4	-2.7
19991014/1200	0.2	2.2	-2.1	-1.7
19991015/1200	0.1	0	1.9	2
19991016/1200	0.7	9	-2.8	-5.2
19991017/1200	7.4	16.1	-7.6	-7.7
19991018/1200	0.7	0.9	-4.3	-8
19991019/1200	0.3	0.2	-5.7	-7.9
19991020/1200	1.1	1.4	-6.9	-7.8
19991021/1200	0.5	0.1	-5.1	-5.9
19991022/1200	0.2	0.1	-9.8	-11
19991023/1200	0	0	-13.5	-14.3
19991024/1200	0.1	0.9	-10	-10.6
19991025/1200	0.1	0.5	-15	-14.7
19991026/1200	0	0.1	-11.4	-14.6
19991027/1200	0.1	0	-8.7	-11.5
19991028/1200	0.1	0	-11.2	-10.3
19991029/1200	0	0	-10.8	-10
19991030/1200	0.1	0	-7.1	-6.6
19991031/1200	0	0	-8.6	-9.1
19991101/1200	0	0	-6.4	-8
19991102/1200	0	0	-3.2	-4
19991103/1200	0.1	0	-1.9	-1.7
19991104/1200	0.2	0	-1.3	-0.4
19991105/1200	0.2	0	1.9	2.4
19991106/1200	5.2	0.1	2.3	0
19991107/1200	0.2	3	-1.2	-1.4
19991108/1200	0.1	2.2	3.2	2
19991109/1200	0.8	6	-0.8	-3.9
19991110/1200	0.5	1.3	-12.1	-12.8
19991111/1200	0	0.8	-13.5	-12.4
19991112/1200	0	0.6	-12.3	-11.8
19991113/1200	0.3	0	-11.3	-11.2
19991114/1200	0.1	0.1	-4.9	-3
19991115/1200	0.4	2.4	-0.4	1.8
19991116/1200	0.3	0.7	2.3	0.8
19991117/1200	0	0.5	-3.7	-2.7
19991118/1200	0	0	-1.4	-1.8
19991119/1200	0	0	-1.9	-2.1
19991120/1200	0	0	-0.1	0.2
19991121/1200	2.2	7.8	-1.1	-0.3
19991122/1200	11.2	13.5	-3.5	-3.4
19991123/1200	14.4	13.9	-4.4	-5.4
19991124/1200	0.1	2.1	-6	-7.3
19991125/1200	0.3	0	-8.1	-6.5
19991126/1200	0	0	-8.8	-9.1
19991127/1200	0	0	-6.2	-6.3
19991128/1200	0.2	0	-0.9	-0.9
19991129/1200	0.3	0	-2.4	-2.3
19991130/1200	0.1	0	-7.9	-5.8
19991201/1200	0	0	-11.2	-10.4
19991202/1200	0	0	-12.9	-13.6
19991203/1200	0	0	-11.3	-11.1
19991204/1200	0	0	-9.5	-7.5
19991205/1200	2	0	-9.4	-7.9
19991206/1200	2.3	0	-7.1	-7.8
19991207/1200	0.2	0	-12.9	-10
19991208/1200	0.3	0	-9.6	-8.9
19991209/1200	0.2	0	-9.1	-7.5
19991210/1200	0.1	0.3	-12.3	-11.6
19991211/1200	0	0	-13.1	-11.8
19991212/1200	0	0	-15.2	-13.3
19991213/1200	0	0	-13.8	-14.2
19991214/1200	0	0	-16.2	-16.7
19991215/1200	0.7	0.1	-18.7	-17.7
19991216/1200	0.1	0.3	-5.8	-6.4
19991217/1200	0	0	-5.7	-6.9
19991218/1200	0	0	-9.8	-6.9
19991219/1200	0.5	0	-11.8	-11.8
19991220/1200	0	0	-19	-14.8
19991221/1200	0	0	-17.8	-15.1
19991222/1200	0	0	-16.1	-11.8
19991223/1200	0.6	2.5	-12.3	-8.1
19991224/1200	0	0	-10.9	-5.9
19991225/1200	0	0	-10.1	-4.5
19991226/1200	0	0	-7.7	-3.4
19991227/1200	0.1	0	-1	-0.4
19991228/1200	0	0	1.1	1.3
19991229/1200	0	0	0.3	0.7
19991230/1200	0	2.2	-0.5	-0.7
19991231/1200	0.1	5	-3	-1.8
20000101/1200	1	0.2	-4.5	-0.8
20000102/1200	0	0	-2.8	-2.3
20000103/1200	0.1	0	-0.9	-2.1
20000104/1200	0.1	0	-0.3	-1
20000105/1200	0	0	0.1	0.2
20000106/1200	0	0	-0.9	-1.2
20000107/1200	0.3	0	-2.1	-0.8
20000108/1200	0.3	0.1	-2	-1.4
20000109/1200	0.3	0	-6.6	-6
20000110/1200	0	0	-11.2	-11.3
20000111/1200	0.1	0	-7.7	-8.3
20000112/1200	0.2	1.4	-1.6	-3.9
20000113/1200	2.8	0.5	-4.9	-6.3
20000114/1200	2.3	0	-7.1	-7.7
20000115/1200	0	0.1	-9.5	-6.5
20000116/1200	0.2	3.2	-3.4	-3.2
20000117/1200	1.1	0.9	-8.8	-11.4
20000118/1200	0.2	0.1	-14.6	-15
20000119/1200	0	0	-18.3	-18.7
20000120/1200	0.6	0	-17.2	-17.7
20000121/1200	0.4	0	-20	-19.2
20000122/1200	0	0	-19.1	-17.2
20000123/1200	0.2	0.3	-13	-9.4
20000124/1200	1.4	1.6	-5.2	-5.7
20000125/1200	0.3	1	-9.8	-9.2
20000126/1200	0	0	-10.4	-11.6
20000127/1200	0	0	-14.6	-15.7
20000128/1200	0	0.2	-14.5	-15.5
20000129/1200	0.4	0	-14.5	-11.8
20000130/1200	0.1	0	-10.9	-9.6
20000131/1200	0.2	0	-7.7	-7.6
20000201/1200	0.4	0	-8.3	-7
20000202/1200	0.2	0	-13	-11
20000203/1200	0.4	0.1	-14.2	-14.4
20000204/1200	0.1	0	-19.1	-18.2
20000205/1200	0	0	-16.4	-16.1
20000206/1200	0.1	0.1	-10.1	-8.7
20000207/1200	0	0	-9.9	-7.4
20000208/1200	0	0	-9.8	-9.5
20000209/1200	0	0	-10.3	-8.4
20000210/1200	0	0	-12.5	-12.1
20000211/1200	0	0	-13.6	-10.3
20000212/1200	0	0	-13.1	-10.1
20000213/1200	0	0	-6.9	-7.3
20000214/1200	0.1	0.8	-6.8	-7.1
20000215/1200	0.2	0.1	-7.4	-8.7
20000216/1200	2.1	0	-3.2	-4.4
20000217/1200	0.1	0	-12.4	-10.5
20000218/1200	0.4	0	-14.2	-13
20000219/1200	0	0	-14.2	-12.9
20000220/1200	0	0	-12.2	-11.5
20000221/1200	1	0.3	-12.7	-11.9
20000222/1200	0.1	0.1	-10.5	-5.1
20000223/1200	0.1	0.6	-4.9	-2.5
20000224/1200	0	1.1	-2.9	-2.2
20000225/1200	0.1	0	-4.4	-4.3
20000226/1200	0.1	0	-9.2	-6.9
20000227/1200	0	0	-12.7	-10.9
20000228/1200	0	0	-17.8	-15.2
20000229/1200	0	0	-18.5	-18
20000301/1200	0.1	0	-21	-19.4
20000302/1200	0.1	0	-23.2	-21.3
20000303/1200	0	0	-21	-19.1
20000304/1200	0	0	-24.6	-22.9
20000305/1200	0	0	-26.6	-23
20000306/1200	0.1	0	-25.6	-24.6
20000307/1200	0.6	0.1	-17	-19.7
20000308/1200	4.7	5.4	-14.5	-13.8
20000309/1200	0.4	0.1	-15.5	-12.8
20000310/1200	0	0	-22.1	-17.7
20000311/1200	0	0	-25.5	-19.3
20000312/1200	0	0	-25.8	-19.6
20000313/1200	0.1	0	-11.9	-12.2
20000314/1200	1.3	0.1	-4	-5.2
20000315/1200	0.4	0	-5.3	-4.6
20000316/1200	0.1	0	-5.9	-6
20000317/1200	0.8	2.2	-2.7	-2.7
20000318/1200	0.3	0.3	-3.2	-2.9
20000319/1200	1.1	11	-3.2	-3.8
20000320/1200	4.5	1	-5.7	-6
20000321/1200	2.4	0	-2.5	-2.9
20000322/1200	0.2	0	-3.2	-5.3
20000323/1200	0.1	0	-9	-11
20000324/1200	0	0	-14.4	-12.2
20000325/1200	0	0	-16.4	-17.1
20000326/1200	0	0	-16.1	-12.3
20000327/1200	0.3	0	-14.3	-10.8
20000328/1200	0.2	0	-19.3	-19.3
20000329/1200	0	0	-20.2	-17.4
20000330/1200	0	0	-19.5	-17.2
20000331/1200	0	0	-16.4	-17.3
20000401/1200	0	0	-20.8	-19
20000402/1200	0	0	-20.8	-19
20000403/1200	0	0	-19.9	-17.5
20000404/1200	0	0	-14.6	-5.9
20000405/1200	0.2	1.5	-4.1	-3.6
20000406/1200	0.3	9.9	-6.8	-13.7
20000407/1200	0.3	0	-12.7	-16
20000408/1200	0.2	0.1	-8	-5.2
20000409/1200	1.6	12.1	-5.8	-6
20000410/1200	1.7	5.8	-12.8	-12.2
20000411/1200	0.1	0.5	-11.9	-12.3
20000412/1200	0	0.1	-17.4	-15.9
20000413/1200	0	0	-19.3	-16.8
20000414/1200	0	0	-17.5	-12.5
20000415/1200	0	0.1	-11.7	-12.3
20000416/1200	0	0	-13.5	-13.8
20000417/1200	0	0	-10	-11.3
20000418/1200	0	0	-8.8	-7.6
20000419/1200	0	0	-9.6	-10.6
20000420/1200	0	0	-11.8	-13
20000421/1200	0.1	1.2	-11.5	-12.6
20000422/1200	0	0	-14.3	-13.9
20000423/1200	0	0.2	-15.6	-15.2
20000424/1200	0.1	0	-15.6	-14.4
20000425/1200	0.1	0	-13.1	-10.7
20000426/1200	1.6	0.4	-13.1	-11.6
20000427/1200	0.2	0.1	-13	-10
20000428/1200	0	0.1	-10.3	-7.5
20000429/1200	0	0	-11	-7.2
20000430/1200	0	0.7	-5.6	-0.3
20000501/1200	1	5.7	0.4	1
20000502/1200	0.4	2.2	-0.9	-0.6
20000503/1200	1	0	-6.6	-7
20000504/1200	0.5	0	-10.9	-9.6
20000505/1200	0.1	0	-12.4	-11.3
20000506/1200	0.2	0.7	-10.9	-12.3
20000507/1200	0.1	0.1	-9.1	-7.6
20000508/1200	0.3	1.3	-4.7	-4.1
20000509/1200	0.1	1	-3.9	-6.4
20000510/1200	0.4	0	-9.4	-10.4
20000511/1200	0.1	0	-12	-11.5
20000512/1200	0	0	-8.4	-8
20000513/1200	0	0	-6.9	-7.4
20000514/1200	0	0	-7.6	-6.9
20000515/1200	0.1	2	-7.5	-8.7
20000516/1200	0	0	-8.1	-9.2
20000517/1200	0	0	-5.9	-6.8
20000518/1200	0	0	-3.8	-3.9
20000519/1200	0	0	-3	-2.7
20000520/1200	0	0.3	-1.1	-1.6
20000521/1200	0.1	4	0.3	1
20000522/1200	0.4	2	0.5	0.4
20000523/1200	0.1	0.1	-0.3	-0.3
20000524/1200	0	0	-0.1	0.1
20000525/1200	0	0	-1.8	-0.3
20000526/1200	0	0	-2.9	-0.7
20000527/1200	0	0	-2.3	-0.3
20000528/1200	0	0	-1.9	-0.4
20000529/1200	0	0	-0.2	0.8
20000530/1200	0	0	2.8	2
20000531/1200	0.3	0	2.1	1.6
20000601/1200	0.6	0.9	1.8	-0.3
20000602/1200	0.4	0.1	-0.7	-0.3
20000603/1200	0.5	0	-0.6	-0.7
20000604/1200	0.1	0.1	-0.1	-0.1
20000605/1200	0	1	-0.5	-0.6
20000606/1200	1.1	10.5	-0.4	-2
20000607/1200	0	0	-1.6	-2
